z_mm,volume_m3,F_b_N,CoB_x_m,CoB_y_m,CoB_z_m
57,0.0025077933821602695,24.601453078992247,3.9913982233140184e-06,-0.5421185772683167,-0.023376808895973735
58,0.0002852310289786863,2.7981163942809126,4.3917835148889667e-05,-0.28376004074332056,-0.12115650210838315
