z_mm,volume_m3,F_b_N,CoB_x_m,CoB_y_m,CoB_z_m
95.0,0.0002486135932509801,2.438899349792115,3.696921005078669e-05,-0.2918821128032705,-0.10105281228348736
100.0,0.00024545843180111444,2.4079472159689326,3.535279648505749e-05,-0.2914316297293127,-0.09741258710278537
105.0,0.00024230328649454564,2.376995240511493,3.368726050751164e-05,-0.29096943446269524,-0.0937387705305052
110.0,0.00023914813122936088,2.34604316736003,3.1982460400296046e-05,-0.29049503108672536,-0.09003004044424986
115.0,0.0002359929980213489,2.315091310589433,3.0222151216252583e-05,-0.2900079702826593,-0.0862849879147848
120.0,0.0002328378413786029,2.2841392239240945,2.8425204159126026e-05,-0.28950767935283445,-0.08250214847137767
125.0,0.00022968267566985165,2.253187048321245,2.6583343961240884e-05,-0.2889936316122671,-0.07867996060422552
130.0,0.00022652753882352927,2.2222351558588223,2.4676589024736117e-05,-0.2884653022869578,-0.07481677091780425
135.0,0.0002233723859933872,2.1912831065951286,2.2723899176260026e-05,-0.28792202619088536,-0.07091085311747496
140.0,0.0002202172245028424,2.160330972372884,2.0719703815438316e-05,-0.28736317074901185,-0.0669603684769229
145.0,0.00021706208952968387,2.129379098286199,1.8644232849941697e-05,-0.2867881053143414,-0.0629633659351234
150.0,0.00021390693725352073,2.0984270544570385,1.651648393419312e-05,-0.2861960510069883,-0.05891779674636171
155.0,0.00021075178180236066,2.067474979481158,1.4326860531722053e-05,-0.28558626492474326,-0.05482147631488493
160.0,0.00020759661910577153,2.036522833427619,1.2074661137088757e-05,-0.28495793261340246,-0.050672091197176396
165.0,0.0002044414779575885,2.0055708987639433,9.74175962848326e-06,-0.2843102380894272,-0.0464671795124818
170.0,0.00020050124665073956,1.9669172296437551,-1.8274930160024882e-05,-0.2823308085989678,-0.04234261389313214
175.0,0.00019625989655471494,1.9253095852017537,-1.9715766857129128e-05,-0.27974356668480427,-0.03819280114542213
180.0,0.00019090202698873426,1.8727488847594833,-2.1236381638554544e-05,-0.2773312513484718,-0.03407720189498999
